,NU00295.csv,NU00429.csv,NU00431.csv,NU00468.csv,NU00759.csv,NU00826.csv,NU00866.csv,NU00908.csv,NU01094.csv,NU01115.csv,NU01405.csv,NU01420.csv,NU01482.csv,NU01713.csv,NU01798.csv,NU01929.csv,NU02064.csv,NU02359.csv,NU02514.csv,NU02738.csv
P2RY12+Ki67+,1.5682255197184631,0.017459719880619166,0.03501604902246863,0.0,0.0036698594443832803,0.9980154625351508,0.01107212209995571,0.09230511034656373,0.064397622906537,1.7120036984394749,0.45623918082328435,0.022396617214935858,0.16416271355304718,0.005972645284596547,0.11142381253230717,0.07889409551387366,0.4626423062181009,0.24765183775784483,0.3843013878656339,0.6367828622351425
CD11c+P2RY12+Ki67+,1.411312266444146,0.015550063018676443,0.02139869662484194,0.0,0.0036698594443832803,0.39920618501406036,0.009368718699962525,0.05202651674079047,0.02031334413830362,1.0510060050460093,0.353548689962738,0.017917293771948683,0.1364248757458082,0.0035835871707579287,0.1105048532536902,0.05917057163540525,0.33420527062557576,0.24765183775784483,0.31062702853388025,0.614287815471401
CD68+Ki67+,0.044443638210644704,0.2905406511384283,0.582303926336608,0.015797610047279993,0.22753128555176336,0.11110344880429703,0.20440840799918236,0.020139296802886633,0.13441383036196652,0.024590687998268818,0.03814218231963149,0.13258797391242028,0.04132371754956016,0.1242310219196082,0.02389294124404112,0.02839320470416882,0.05312317178957844,0.39261876717707106,0.009955994504291034,0.006921552850381983
CD163+Ki67+,0.007256104197656278,0.1956034242875616,1.8655772784748565,0.005642003588314282,0.6348856838783075,1.406799531066823,0.48206316219807177,0.0033565494671477718,0.5493246893571043,0.037869659517333974,0.03667517530733797,0.3995556511144556,0.003962548258177002,0.2627963925222481,0.04525874447188559,0.14326647564469913,0.027570253713578685,1.9917852073329105,0.0896039505386193,0.20505100319256625
CD206+Ki67+,0.14058701882959038,0.00736581932463621,0.301527088804591,0.010155606458965709,0.6422254027670741,0.502647327004268,0.23081116069907673,0.010069648401443317,0.5346299297676932,0.021147991678511183,0.15550274330311298,0.5428940012900452,0.39059404259173297,0.36074777518963147,0.015162828097179944,0.041180983922076905,0.06253740476494678,1.8309625200084563,0.07765675713347006,0.425675500298492
CD11c+Ki67+,2.0026847585531327,0.5057862602916865,1.112732224491781,0.0801164509540628,1.100957833314984,0.6539778865825345,0.19759479439920963,0.08391373667869431,0.1603457590491626,1.1537950808787727,0.3667517530733797,0.11467068014047158,1.2680154426166406,0.1911246491070895,1.5505140428464763,0.13394656875707123,0.6273913832870467,1.9502582223430278,1.5073375679496626,3.089608153589258
CD68+CD163+CD11c+Ki67+,0.0018140260494140695,0.11512502796283262,0.40657523587199695,0.0,0.16881353444163089,0.05325303235792167,0.08857697679964568,0.0,0.07866018368449486,0.01327897151906516,0.004401021036880556,0.02687594065792303,0.0,0.014334348683031715,0.009878812245132387,0.003251130309637651,0.01075912340042095,0.27936335356830055,0.001991198900858207,0.0
CD68+CD163+cCasp3+,0.019047273518847732,0.030281701667948868,0.051875628181435006,0.006770404305977138,0.23487100444052994,0.29844685040878405,0.08176336319967295,0.015104472602164975,0.15861696380334955,0.02508250175823419,0.023472112196696298,0.12004586827205618,0.0033964699355802873,0.17798482948097713,0.008040893687898456,0.010837101032125502,0.004707116487684166,0.09362447524991695,0.0,0.0008651941062977478
CD68+CD163+CD206+cCasp3+,0.012698182345898486,0.005728970585828164,0.031125376908861007,0.003385202152988569,0.17982311277478072,0.17201878797630812,0.040881681599836475,0.00839137366786943,0.11799027552674231,0.01721348159878817,0.016137077135228706,0.11467068014047158,0.0033964699355802873,0.14214895777339784,0.0039055769341221065,0.007802712743130362,0.004034671275157857,0.08078886170758963,0.0,0.0
CD163+CD206+cCasp3+,0.03355948191416029,0.005728970585828164,0.0966183574879227,0.007898805023639996,0.4036845388821608,2.3078868124037424,0.10646271249957415,0.011747923135017203,1.5779578606158835,0.060493092475741285,0.04547721738109908,1.9583602092739911,0.007359018193757288,0.416890640864839,0.009649072425478147,0.056569667387695116,0.01210401382547357,1.0298692277490864,0.00597359670257462,0.023360240870039194
