,NU00295,NU00429,NU00431,NU00468,NU00759,NU00826,NU00866,NU00908,NU01094,NU01115,NU01405,NU01420,NU01482,NU01713,NU01798,NU01929,NU02064,NU02359,NU02514,NU02738
CD8+ 0-100,0.10143085120770333,0.030883261272390366,0.12239902080783352,0.0,0.0,0.04239841117532858,0.0,0.17667844522968199,0.08012917794747897,0.12587351881592082,0.04071661237785017,0.2559181062060141,0.5395198273536552,0.3778932451582428,0.009392317084624777,0.05648267008985879,0.053399786400854396,1.7113891084964887,0.11154489682097045,0.0
CD8+ 100-200,0.031746031746031744,0.09966363523109506,0.0,0.0,0.17857142857142858,0.062467464862051014,0.1034126163391934,0.13785180930499713,0.1528153285529564,0.13190356383888224,0.00947552944520775,0.23391812865497078,0.11522064754003918,0.13347570742124934,0.020556956474070825,0.0547209232912148,0.043944157117263294,1.8086800310292737,0.16611295681063123,0.0
CD8+ 200-300,0.0,0.03836120914531226,0.1266891891891892,0.05230125523012552,0.0,0.040447620331670486,0.0,0.04273047751308621,0.1192441753806641,0.08797653958944282,0.02782415136338342,0.29786529869270234,0.15876995069775215,0.23881893182805036,0.011211390773025394,0.04715498270983968,0.05786249149081008,1.708479963673516,0.1837813002526993,0.0
CD8+ 300-400,0.0,0.053520456707897235,0.06934812760055478,0.03749531308586427,0.06369426751592357,0.0462962962962963,0.07281553398058252,0.043001505052676844,0.1973776963203158,0.07533902561526871,0.07747933884297521,0.3743362061460782,0.0916310323762981,0.2363206689692783,0.04604758250191865,0.042265426880811495,0.06860180937272221,2.2401762761659936,0.08523332623055614,0.0
CD8+ 400-500,,0.020211207114344903,0.03095017022593624,0.11550678602367889,0.05824111822947001,0.5586592178770949,0.02034587995930824,0.054562815441276766,0.22199798183652875,0.13493000505987518,0.0,0.36379199657607536,0.03509264458169568,0.5394801373222168,0.0,0.022812111157196183,0.09170946441672781,1.9464469618949536,0.12358393408856848,0.0
CD4+ 0-100,0.43547645451840633,0.46324891908585547,9.66952264381885,0.0,0.8350730688935281,1.8342891571642157,0.4511278195488722,0.8441303494307029,5.916204305122196,0.25500238725639135,0.10857763300760044,1.1622947323523138,0.1348799568384138,2.834199338686821,0.049096202942356795,0.6110397946084724,0.711997152011392,28.196065665256008,2.230897936419409,0.19915910599690198
CD4+ 100-200,0.6349206349206349,0.31144886009717204,8.081395348837209,0.07727975270479134,1.25,2.0232517785875412,0.4136504653567736,0.4939689833429064,11.805963716155322,0.29556168934268057,0.12791964751030463,1.8947368421052633,0.11522064754003918,2.562733582487987,0.07400504330665497,0.5720823798627002,0.3752154953858635,29.833013514065243,2.104097452934662,0.18820780737904402
CD4+ 200-300,0.0,0.5524014116924966,7.347972972972973,0.0,0.43383947939262474,1.7662127544829445,0.4166666666666667,0.2243350069437026,12.82333516785911,0.2873900293255132,0.03709886848451122,2.1512493794472944,0.1504136375031336,2.3664785062961355,0.07287404002466506,0.4676202452059101,0.3437712729748128,31.700533545237825,1.8378130025269928,0.17020552316922685
CD4+ 300-400,0.0,0.5589914367269267,4.958391123439667,0.11248593925759282,0.9554140127388535,1.8981481481481481,0.5097087378640777,0.11825413889486132,14.239390948822784,0.1883475640381718,0.2066115702479339,2.237311743710281,0.16035430665852168,2.108707507725868,0.15349194167306215,0.3693630783931787,0.37730995154997216,33.499816378993756,1.8751331770722353,0.23155064236629816
CD4+ 400-500,,0.36380172805820826,5.571030640668524,0.14438348252959862,1.7472335468841003,2.2346368715083798,0.7934893184130213,0.09548492702223435,13.340060544904137,0.23612750885478156,0.25125628140703515,1.9580569227476994,0.10527793374508702,3.057054111492562,0.2533783783783784,0.28826213189547906,0.4279775006113964,33.39855818743563,2.389289392378991,0.22751403003185197
